Province_State,Admin2,UID,FIPS,Lat,Long_,Combined_Key,date,cases,State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,order_code,public_masks,Source_of_Action,URL,Citation,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,daily_cases,daily_cases_unmasked,rolling_avg_cases,rolling_avg_cases_unmasked,population,infectious_cases,infectious_cases_unmasked,pop_at_risk,pop_at_risk_unmasked,infection_rate,infection_rate_unmasked,smooth_infection_rate,smooth_infection_rate_unmasked
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-19,53,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,24.0,24.0,6.714285714285714,6.714285714285714,3186989,49.0,49.0,3186940.0,3186940.0,0.0007530734811449227,0.0007530734811449227,0.00021068127151078195,0.00021068127151078195
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-20,65,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,12.0,12.0,8.0,8.0,3186989,60.0,60.0,3186929.0,3186929.0,0.0003765380402261864,0.0003765380402261864,0.0002510253601507909,0.0002510253601507909
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-21,78,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,13.0,13.0,9.142857142857142,9.142857142857142,3186989,73.0,73.0,3186916.0,3186916.0,0.00040791787420816863,0.00040791787420816863,0.0002868872961464043,0.0002868872961464043
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-22,95,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,17.0,17.0,11.571428571428571,11.571428571428571,3186989,89.0,89.0,3186900.0,3186900.0,0.0005334337443911011,0.0005334337443911011,0.0003630935571065478,0.0003630935571065478
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-23,125,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,30.0,30.0,15.428571428571429,15.428571428571429,3186989,116.0,116.0,3186873.0,3186873.0,0.0009413616419606304,0.0009413616419606304,0.00048412884443689564,0.00048412884443689564
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-24,152,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,27.0,27.0,18.571428571428573,18.571428571428573,3186989,138.0,138.0,3186851.0,3186851.0,0.0008472313264724331,0.0008472313264724331,0.0005827517060392398,0.0005827517060392398
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-25,187,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,35.0,35.0,22.571428571428573,22.571428571428573,3186989,173.0,173.0,3186816.0,3186816.0,0.0010982748925573362,0.0010982748925573362,0.0007082752368328944,0.0007082752368328944
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-26,256,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,69.0,69.0,29.0,29.0,3186989,239.0,239.0,3186750.0,3186750.0,0.0021652153447870087,0.0021652153447870087,0.0009100180434612066,0.0009100180434612066
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-27,321,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,65.0,65.0,36.57142857142857,36.57142857142857,3186989,299.0,299.0,3186690.0,3186690.0,0.0020397340186839637,0.0020397340186839637,0.0011476305687540542,0.0011476305687540542
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-28,403,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,82.0,82.0,46.42857142857143,46.42857142857143,3186989,374.0,374.0,3186615.0,3186615.0,0.0025732634786442667,0.0025732634786442667,0.001456987161253287,0.001456987161253287
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-29,431,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,28.0,28.0,48.0,48.0,3186989,378.0,378.0,3186611.0,3186611.0,0.0008786764371302302,0.0008786764371302302,0.0015063024636518233,0.0015063024636518233
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-30,464,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,33.0,33.0,48.42857142857143,48.42857142857143,3186989,399.0,399.0,3186590.0,3186590.0,0.0010355897683730884,0.0010355897683730884,0.0015197616081319351,0.0015197616081319351
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-03-31,502,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,38.0,38.0,50.0,50.0,3186989,424.0,424.0,3186565.0,3186565.0,0.0011925066647000767,0.0011925066647000767,0.0015690877167106273,0.0015690877167106273
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-01,606,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,104.0,104.0,59.857142857142854,59.857142857142854,3186989,511.0,511.0,3186478.0,3186478.0,0.0032637915592073755,0.0032637915592073755,0.0018784734386097395,0.0018784734386097395
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-02,656,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,50.0,50.0,57.142857142857146,57.142857142857146,3186989,531.0,531.0,3186458.0,3186458.0,0.0015691404060558776,0.0015691404060558776,0.0017933033212067175,0.0017933033212067175
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-03,711,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,55.0,55.0,55.714285714285715,55.714285714285715,3186989,559.0,559.0,3186430.0,3186430.0,0.001726069613956685,0.001726069613956685,0.0017484861024496291,0.0017484861024496291
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-04,786,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,75.0,75.0,54.714285714285715,54.714285714285715,3186989,599.0,599.0,3186390.0,3186390.0,0.002353760839068664,0.002353760839068664,0.00171712457402533,0.00171712457402533
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-05,834,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,48.0,48.0,57.57142857142857,57.57142857142857,3186989,578.0,578.0,3186411.0,3186411.0,0.0015063970090487386,0.0015063970090487386,0.0018067797459721477,0.0018067797459721477
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-06,882,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,48.0,48.0,59.714285714285715,59.714285714285715,3186989,561.0,561.0,3186428.0,3186428.0,0.001506388972228464,0.001506388972228464,0.0018740196142604105,0.0018740196142604105
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-07,931,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,49.0,49.0,61.285714285714285,61.285714285714285,3186989,528.0,528.0,3186461.0,3186461.0,0.0015377561501615743,0.0015377561501615743,0.0019233160012224937,0.0019233160012224937
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-08,1016,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,85.0,85.0,58.57142857142857,58.57142857142857,3186989,585.0,585.0,3186404.0,3186404.0,0.0026675838970827304,0.0026675838970827304,0.0018381670551326375,0.0018381670551326375
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-09,1079,,,,,,False,,,,0.023,0.021,0.046,0.156,0.754,63.0,63.0,60.42857142857143,60.42857142857143,3186989,615.0,615.0,3186374.0,3186374.0,0.001977169032888167,0.001977169032888167,0.0018964682560355887,0.0018964682560355887
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-10,1138,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,59.0,59.0,61.0,61.0,3186989,636.0,636.0,3186353.0,3186353.0,0.0018516466945125037,0.0018516466945125037,0.0019144143790722496,0.0019144143790722496
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-11,1221,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,83.0,83.0,62.142857142857146,62.142857142857146,3186989,615.0,615.0,3186374.0,3186374.0,0.0026048417417415533,0.0026048417417415533,0.0019502687739373077,0.0019502687739373077
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-12,1277,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,56.0,56.0,63.285714285714285,63.285714285714285,3186989,621.0,621.0,3186368.0,3186368.0,0.0017574868941691605,0.0017574868941691605,0.0019861395258085157,0.0019861395258085157
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-13,1283,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,6.0,6.0,57.285714285714285,57.285714285714285,3186989,572.0,572.0,3186417.0,3186417.0,0.00018829927156426796,0.00018829927156426796,0.0017978097118397963,0.0017978097118397963
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-14,1299,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,16.0,16.0,52.57142857142857,52.57142857142857,3186989,513.0,513.0,3186476.0,3186476.0,0.0005021220934976444,0.0005021220934976444,0.0016498297357779744,0.0016498297357779744
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-15,1376,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,77.0,77.0,51.42857142857143,51.42857142857143,3186989,542.0,542.0,3186447.0,3186447.0,0.002416484567293917,0.002416484567293917,0.0016139785607157888,0.0016139785607157888
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-16,1425,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,49.0,49.0,49.42857142857143,49.42857142857143,3186989,543.0,543.0,3186446.0,3186446.0,0.0015377633890547651,0.0015377633890547651,0.001551213214615011,0.001551213214615011
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-17,1795,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,370.0,370.0,93.85714285714286,93.85714285714286,3186989,864.0,864.0,3186125.0,3186125.0,0.011612852603083684,0.011612852603083684,0.002945808556071807,0.002945808556071807
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-18,1835,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,40.0,40.0,87.71428571428571,87.71428571428571,3186989,819.0,819.0,3186170.0,3186170.0,0.0012554257933506373,0.0012554257933506373,0.00275296941827604,0.00275296941827604
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-19,1860,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,25.0,25.0,83.28571428571429,83.28571428571429,3186989,781.0,781.0,3186208.0,3186208.0,0.0007846317628980908,0.0007846317628980908,0.0026139446729690685,0.0026139446729690685
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-20,1930,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,70.0,70.0,92.42857142857143,92.42857142857143,3186989,792.0,792.0,3186197.0,3186197.0,0.002196976520911921,0.002196976520911921,0.002900905732714312,0.002900905732714312
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-21,2000,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,70.0,70.0,100.14285714285714,100.14285714285714,3186989,779.0,779.0,3186210.0,3186210.0,0.0021969675570662323,0.0021969675570662323,0.0031430086887825077,0.0031430086887825077
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-22,2125,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,125.0,125.0,107.0,107.0,3186989,848.0,848.0,3186141.0,3186141.0,0.0039232413129236905,0.0039232413129236905,0.003358294563862679,0.003358294563862679
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-23,2205,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,80.0,80.0,111.42857142857143,111.42857142857143,3186989,922.0,922.0,3186067.0,3186067.0,0.0025109327581623363,0.0025109327581623363,0.003497370627440397,0.003497370627440397
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-24,2293,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,88.0,88.0,71.14285714285714,71.14285714285714,3186989,994.0,994.0,3185995.0,3185995.0,0.0027620884527439623,0.0027620884527439623,0.0022329870932897614,0.0022329870932897614
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-25,2350,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,57.0,57.0,73.57142857142857,73.57142857142857,3186989,974.0,974.0,3186015.0,3186015.0,0.0017890687896949637,0.0017890687896949637,0.002309199064393249,0.002309199064393249
California,Orange,84006059,6059.0,33.70147516,-117.76459979999998,"Orange, California, US",2020-04-26,2395,CA,Orange County,6.0,59.0,2.0,False,,,,0.023,0.021,0.046,0.156,0.754,45.0,45.0,76.42857142857143,76.42857142857143,3186989,970.0,970.0,3186019.0,3186019.0,0.001412420955430586,0.001412420955430586,0.0023988736862075033,0.0023988736862075033
